MAZ,e_ag,e_natres,e_util,e_constr,e_man_lgt,e_man_hvy,e_man_bio,e_man_tech,e_logis,e_ret_reg,e_ret_loc,e_transp,e_info,e_fire,e_serv_pers,e_lease,e_prof,e_serv_bus,e_ed_k12,e_ed_high,e_ed_other,e_health,e_serv_soc,e_art_rec,e_hotel,e_eat,e_gov,e_mis
322755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0,NA
322756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,415.0,NA,4.0,NA,3.0,30.0,NA,NA,22.0,NA
322761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322764,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322771,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,3.0,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,3.0
322772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
322786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322788,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,42.0,NA,NA,NA,NA,NA,NA,NA,NA
322814,NA,NA,NA,2.0,NA,NA,NA,NA,NA,2.0,8.0,NA,NA,0.0,24.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,31.0,NA,NA
322817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA
322818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0
322832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322842,NA,NA,2.0,NA,4.0,NA,NA,NA,NA,11.0,91.0,NA,NA,4.0,60.0,NA,9.0,9.0,NA,NA,NA,NA,NA,NA,NA,5.0,NA,3.0
322843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322844,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.0,NA,NA,NA,10.0,NA,NA
322848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA
322849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,3.0
322853,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322854,NA,NA,NA,10.0,NA,NA,NA,NA,NA,3.0,23.0,NA,19.0,5.0,NA,NA,23.0,23.0,35.0,NA,14.0,117.0,30.0,NA,NA,NA,NA,9.0
322856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0
322858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322860,NA,NA,NA,6.0,NA,NA,NA,NA,NA,4.0,8.0,NA,NA,33.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0,NA,NA
322862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA
322866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322875,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322876,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,2.0,NA,120.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
322881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322883,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,7.0,NA,NA,18.0,3.0,NA,96.0,4.0,NA,NA,NA,292.0,29.0,NA,NA,6.0,NA,0.0
322888,NA,NA,NA,5.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,2.0,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322891,NA,NA,NA,2.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322896,NA,NA,NA,58.0,6.0,NA,NA,NA,12.0,5.0,5.0,13.0,25.0,9.0,17.0,NA,37.0,10.0,2.0,NA,3.0,11.0,NA,4.0,NA,NA,NA,3.0
322897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA
322902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322908,NA,NA,NA,NA,8.0,5.0,NA,NA,64.0,27.0,28.0,NA,8.0,2.0,51.0,NA,50.0,5.0,NA,NA,NA,19.0,NA,NA,NA,171.0,NA,0.0
322909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,121.0,NA,4.0,NA,NA,NA,NA,NA,NA,NA
322914,NA,NA,NA,6.0,NA,NA,NA,NA,NA,38.0,162.0,NA,NA,56.0,24.0,NA,3.0,12.0,NA,NA,4.0,6.0,NA,NA,NA,142.0,NA,0.0
322915,NA,NA,NA,NA,35.0,NA,18.0,100.0,207.0,3.0,NA,NA,NA,NA,3.0,NA,29.0,3.0,NA,NA,NA,NA,NA,40.0,15.0,NA,NA,NA
322916,NA,NA,NA,11.0,1.0,NA,NA,NA,14.0,11.0,10.0,5.0,19.0,22.0,NA,NA,23.0,5.0,NA,NA,NA,58.0,NA,NA,NA,NA,NA,0.0
322924,NA,NA,NA,2.0,NA,NA,NA,NA,3.0,NA,NA,3.0,3.0,12.0,1.0,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,35.0,NA,NA
322934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322938,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,59.0,6.0,NA,14.0,2.0,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA
322940,NA,NA,NA,2.0,NA,NA,NA,NA,NA,13.0,NA,NA,NA,119.0,48.0,NA,NA,3.0,90.0,NA,NA,35.0,NA,NA,NA,NA,NA,0.0
322947,NA,NA,NA,2.0,1.0,NA,NA,16.0,NA,NA,NA,NA,4.0,26.0,3.0,NA,23.0,10.0,NA,NA,NA,26.0,NA,NA,NA,NA,NA,6.0
322948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA
322950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,14.0,NA,NA,NA,NA,NA,NA
322951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322953,NA,11.0,NA,248.0,64.0,NA,NA,125.0,222.0,23.0,63.0,160.0,NA,200.0,7.0,NA,84.0,20.0,NA,NA,2.0,5.0,NA,NA,NA,NA,5.0,0.0
322957,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,4.0,3.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322967,NA,NA,NA,NA,4.0,NA,NA,NA,NA,3.0,6.0,NA,NA,3.0,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0,NA,NA
322968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,3.0,0.0,NA,NA,50.0,NA,15.0,NA,NA,761.0,140.0,NA,NA,NA,200.0,NA
322969,NA,NA,NA,40.0,2.0,NA,NA,NA,15.0,2.0,5.0,NA,3.0,7.0,4.0,NA,4.0,7.0,NA,NA,NA,20.0,NA,1.0,NA,NA,3.0,NA
322976,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322983,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,5.0,NA,NA,5.0,4.0,NA,NA,NA,14.0,NA,NA,NA,14.0,NA,NA,13.0,NA,NA
322984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322990,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322991,NA,NA,NA,20.0,NA,3.0,NA,NA,11.0,116.0,29.0,4.0,14.0,NA,45.0,NA,32.0,5.0,NA,NA,NA,NA,4.0,NA,NA,1.0,NA,NA
322992,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322993,NA,NA,NA,15.0,NA,NA,NA,NA,NA,1.0,2.0,NA,3.0,14.0,3.0,NA,3.0,NA,NA,NA,NA,NA,22.0,NA,NA,4.0,NA,NA
322994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
322995,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,2.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322997,NA,NA,2.0,6.0,NA,NA,NA,NA,1.0,14.0,NA,NA,2.0,3.0,10.0,NA,15.0,1.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA
322998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,3.0,NA,NA,1.0,NA
322999,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,8.0,2.0,NA,NA,12.0,NA,NA,NA,NA,NA,NA,14.0,NA,NA,NA,NA,NA,NA
323002,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA
323009,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0,NA,NA,NA,NA,NA
323018,NA,NA,NA,39.0,31.0,NA,NA,NA,5.0,117.0,NA,NA,NA,NA,3.0,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323019,NA,NA,23.0,12.0,NA,NA,NA,NA,13.0,NA,NA,7.0,NA,1.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0
323020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323024,NA,NA,NA,10.0,1.0,NA,NA,60.0,132.0,NA,32.0,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323025,NA,NA,NA,50.0,NA,30.0,NA,NA,120.0,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,43.0,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,5.0,5.0,NA,NA,NA,NA,NA
323027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.0,NA,NA,NA,6.0,NA,NA,NA,NA,NA
323028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,NA,NA,NA,NA,NA,NA
323030,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA
323032,NA,NA,NA,NA,3.0,NA,NA,NA,NA,11.0,233.0,NA,NA,9.0,9.0,NA,0.0,NA,NA,NA,NA,2.0,NA,NA,NA,28.0,NA,NA
323033,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323039,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,3.0
323040,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,2.0,NA,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323042,NA,NA,NA,2.0,1.0,NA,NA,NA,3.0,NA,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323048,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
323049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323081,NA,NA,NA,11.0,NA,NA,NA,NA,NA,NA,3.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,6.0
323089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323090,NA,NA,11.0,NA,NA,NA,NA,NA,NA,5.0,3.0,NA,3.0,11.0,18.0,NA,170.0,8.0,NA,NA,NA,100.0,NA,NA,NA,14.0,NA,NA
323093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323094,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,8.0,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
323098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323099,NA,NA,NA,15.0,NA,NA,NA,NA,NA,2.0,NA,NA,14.0,17.0,37.0,NA,14.0,1.0,25.0,NA,7.0,9.0,NA,NA,NA,NA,NA,3.0
323100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,0.0
323102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA
323121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA
323127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323135,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323137,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,NA,NA
323146,NA,NA,NA,2.0,NA,NA,NA,NA,5.0,NA,NA,NA,7.0,72.0,4.0,NA,37.0,NA,NA,NA,NA,89.0,NA,NA,NA,26.0,NA,NA
323147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
323149,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323150,40.0,NA,NA,130.0,204.0,55.0,30.0,16.0,162.0,55.0,116.0,122.0,10.0,50.0,94.0,NA,242.0,127.0,NA,NA,NA,10.0,25.0,NA,NA,2.0,NA,3.0
323155,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0,NA,5.0,NA,NA
323157,NA,NA,NA,NA,NA,15.0,NA,30.0,17.0,10.0,NA,NA,3.0,NA,2.0,NA,46.0,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA
323164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA
323173,NA,NA,NA,NA,9.0,NA,NA,NA,NA,NA,23.0,NA,NA,3.0,1024.0,NA,NA,1.0,NA,NA,NA,136.0,5.0,NA,NA,47.0,NA,NA
323174,NA,2.0,NA,NA,NA,NA,NA,NA,NA,2.0,10.0,NA,NA,NA,11.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323190,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323211,NA,NA,NA,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757.0,NA,NA,NA,NA,NA,3.0
323219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA
323233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323240,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323249,NA,NA,NA,70.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
