MAZ,e_ag,e_natres,e_util,e_constr,e_man_lgt,e_man_hvy,e_man_bio,e_man_tech,e_logis,e_ret_reg,e_ret_loc,e_transp,e_info,e_fire,e_serv_pers,e_lease,e_prof,e_serv_bus,e_ed_k12,e_ed_high,e_ed_other,e_health,e_serv_soc,e_art_rec,e_hotel,e_eat,e_gov,e_mis
812532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812539,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0
812540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0,2.0,NA,5.0,66.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0,NA,NA
812545,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,13.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0,NA,NA
812547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,5.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,2.0,NA,NA,7.0,NA,NA,NA,NA,1.0,NA,NA,5.0,NA,NA,3.0
812554,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812556,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812559,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,2.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812561,NA,3.0,NA,5.0,NA,3.0,7.0,NA,2.0,53.0,11.0,1.0,2.0,26.0,34.0,NA,20.0,2.0,NA,NA,NA,38.0,NA,NA,12.0,25.0,NA,3.0
812570,NA,NA,NA,2.0,NA,NA,NA,NA,6.0,NA,8.0,NA,NA,5.0,NA,NA,18.0,6.0,NA,NA,NA,NA,NA,29.0,NA,NA,NA,9.0
812571,NA,NA,NA,1.0,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,12.0,NA,330.0,NA,NA,NA,27.0,NA,12.0,NA,NA,NA,NA,3.0
812583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,NA,NA,NA,53.0,NA,NA,NA,NA,NA
812596,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,8.0,4.0,2.0,NA,2.0,1.0,13.0,NA,2.0,NA,NA,40.0,NA,NA,NA,0.0
812600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812606,NA,NA,NA,3.0,NA,NA,NA,NA,8.0,NA,NA,12.0,23.0,6.0,NA,NA,4.0,3.0,NA,NA,NA,1.0,8.0,NA,NA,NA,NA,3.0
812608,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812609,NA,NA,NA,7.0,NA,NA,NA,NA,3.0,NA,NA,NA,NA,0.0,10.0,NA,NA,NA,NA,NA,NA,18.0,NA,NA,NA,NA,NA,0.0
812613,NA,NA,NA,NA,1.0,NA,NA,NA,NA,5.0,2.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
812614,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA
812617,2.0,NA,NA,3.0,33.0,NA,NA,NA,2.0,NA,42.0,NA,NA,10.0,41.0,NA,12.0,9.0,NA,NA,NA,10.0,NA,NA,NA,68.0,NA,3.0
812618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,2.0,NA,1.0,NA,17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
812619,NA,NA,NA,3.0,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812630,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,2.0,NA,4.0,31.0,29.0,NA,9.0,1.0,94.0,NA,14.0,16.0,3.0,14.0,NA,2.0,NA,NA
812636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0,NA,NA,NA,NA,NA,12.0,NA,NA,NA,NA,NA
812639,NA,NA,NA,2.0,NA,NA,NA,NA,NA,6.0,9.0,NA,NA,13.0,7.0,NA,2.0,2.0,22.0,NA,4.0,14.0,NA,3.0,NA,5.0,NA,3.0
812643,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,3.0,NA,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0
812648,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,35.0,3.0,NA,0.0,26.0,NA,3.0,6.0,NA,NA,2.0,6.0,NA,2.0,NA,63.0,NA,3.0
812650,NA,NA,NA,1.0,NA,NA,NA,NA,2.0,NA,3.0,3.0,NA,NA,1.0,NA,5.0,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA
812651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA
812653,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,3.0,1.0,NA,NA,8.0,158.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
812661,NA,NA,6.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,4.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0
812667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0,1.0,NA,NA,1.0,NA,NA,NA,95.0,NA,NA,NA,NA,NA,3.0
812669,NA,NA,NA,20.0,NA,NA,NA,NA,12.0,NA,NA,NA,NA,2.0,10.0,NA,NA,2.0,NA,NA,NA,NA,9.0,2.0,NA,NA,NA,NA
812677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812679,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812681,NA,NA,NA,4.0,4.0,NA,NA,NA,3.0,NA,2.0,NA,NA,2.0,NA,NA,1.0,4.0,NA,NA,NA,NA,9.0,2.0,NA,NA,NA,NA
812684,NA,NA,NA,7.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
812690,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,NA,NA
812699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812711,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,6.0,20.0,NA,NA,12.0,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812713,NA,NA,NA,50.0,NA,NA,NA,NA,5.0,NA,3.0,2.0,NA,10.0,17.0,NA,33.0,NA,NA,NA,1.0,6.0,NA,NA,NA,NA,NA,3.0
812717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.0,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,55.0,15.0,NA,NA,NA
812729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,3.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA
812731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812737,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,1.0,NA,25.0,NA,NA,NA,43.0,NA,NA,NA,NA,NA
812741,2.0,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,3.0,NA,NA,NA,2.0,NA,8.0,NA,NA,NA,1.0,1.0,NA,NA,NA,4.0,27.0,NA
812744,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,4.0,3.0,NA,2.0,2.0,NA,3.0,2.0,NA,NA,NA,NA,NA,NA,4.0,71.0,NA,NA
812748,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812749,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,65.0,NA
812750,NA,NA,2.0,2.0,10.0,NA,NA,NA,NA,NA,7.0,3.0,NA,42.0,5.0,NA,7.0,3.0,NA,NA,NA,NA,NA,NA,NA,13.0,NA,NA
812751,NA,NA,NA,2.0,NA,NA,NA,NA,4.0,NA,5.0,NA,NA,2.0,NA,NA,3.0,NA,NA,NA,NA,NA,3.0,1.0,2.0,NA,NA,NA
812759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,3.0,NA,NA,NA,NA,14.0,3.0,NA,NA,25.0,NA
812763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
812772,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812775,2.0,NA,16.0,439.0,29.0,NA,NA,24.0,125.0,128.0,330.0,41.0,45.0,354.0,113.0,NA,163.0,214.0,41.0,2.0,25.0,87.0,32.0,45.0,NA,15.0,47.0,21.0
812783,NA,NA,NA,60.0,NA,2.0,NA,NA,27.0,15.0,18.0,NA,3.0,2.0,NA,NA,7.0,15.0,NA,NA,NA,401.0,NA,NA,NA,13.0,NA,6.0
812785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,4.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812789,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
812790,NA,NA,40.0,266.0,206.0,NA,NA,NA,200.0,11.0,188.0,NA,NA,4.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.0,NA,NA
812796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812801,NA,NA,NA,8.0,10.0,NA,NA,NA,NA,1.0,1.0,NA,NA,4.0,10.0,NA,24.0,2.0,40.0,NA,NA,NA,NA,NA,NA,5.0,NA,3.0
812805,NA,NA,NA,3.0,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,0.0
812813,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
812816,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812823,NA,NA,NA,1.0,NA,NA,NA,NA,NA,4.0,22.0,NA,NA,3.0,2.0,NA,11.0,NA,NA,NA,3.0,NA,NA,3.0,NA,NA,21.0,NA
812826,NA,NA,NA,5.0,NA,NA,NA,NA,NA,1.0,NA,NA,2.0,4.0,NA,NA,1.0,NA,13.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA
812829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,5.0,1.0,NA,11.0,NA,NA,NA,NA,21.0,NA,NA,NA,NA,NA,NA
812833,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA
812838,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812850,NA,NA,40.0,350.0,24.0,NA,NA,2.0,46.0,43.0,41.0,9.0,6.0,40.0,67.0,NA,45.0,55.0,NA,NA,NA,NA,7.0,NA,NA,18.0,150.0,3.0
812851,NA,NA,NA,44.0,2.0,1.0,NA,NA,53.0,11.0,32.0,47.0,10.0,26.0,106.0,25.0,115.0,105.0,NA,NA,NA,NA,NA,5.0,NA,NA,NA,8.0
812852,NA,NA,NA,68.0,6.0,NA,NA,NA,3.0,NA,11.0,NA,NA,23.0,8.0,NA,49.0,52.0,NA,NA,NA,NA,NA,8.0,NA,11.0,NA,NA
812854,NA,NA,NA,NA,1.0,NA,NA,NA,NA,4.0,NA,NA,7.0,25.0,3.0,NA,NA,2.0,NA,NA,2.0,NA,NA,NA,30.0,98.0,NA,0.0
812858,2.0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,1.0,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812862,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,1.0,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,8.0,4.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA
812868,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,366.0,NA,9.0,50.0,15.0,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,209.0,NA,0.0
812871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812873,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812878,NA,NA,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA
812881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA
812887,NA,NA,8.0,5.0,NA,NA,NA,NA,3.0,2.0,NA,3.0,NA,12.0,6.0,NA,8.0,24.0,NA,NA,NA,NA,NA,4.0,5.0,36.0,NA,NA
812892,NA,NA,NA,327.0,65.0,NA,NA,NA,80.0,102.0,129.0,278.0,39.0,42.0,58.0,NA,42.0,56.0,NA,NA,NA,15.0,3.0,10.0,10.0,8.0,NA,2.0
812896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,NA,NA
812902,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,4.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0,NA,NA
812906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812907,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,5.0,1.0,3.0,50.0,NA,3.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,3.0
812908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA
812909,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812914,NA,NA,NA,NA,10.0,NA,NA,NA,3.0,66.0,64.0,NA,NA,33.0,53.0,NA,NA,2.0,NA,NA,NA,21.0,NA,8.0,NA,109.0,NA,0.0
812931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,3.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA
812943,NA,NA,NA,5.0,NA,NA,NA,NA,NA,8.0,26.0,NA,2.0,NA,40.0,NA,26.0,2.0,34.0,NA,3.0,NA,NA,NA,NA,16.0,NA,4.0
812944,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,20.0,NA,NA,2.0,2.0,NA,NA,1.0,NA,NA,NA,122.0,75.0,NA,NA,NA,NA,NA
812947,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0,NA,NA,NA,NA,NA
812948,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,3.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
812955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA,13.0,NA,NA,22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812958,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,3.0,7.0,10.0,NA,48.0,NA,NA,29.0,13.0,NA,NA,NA,NA,NA
812961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
812967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812979,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,4.0,1.0,60.0,NA,NA,NA,5.0,NA,NA,NA,NA,NA
812984,9.0,NA,NA,236.0,40.0,NA,NA,4.0,100.0,55.0,185.0,85.0,49.0,153.0,113.0,9.0,438.0,17.0,NA,NA,22.0,331.0,13.0,3.0,NA,83.0,2.0,13.0
812988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,4.0,NA,NA,NA,NA,NA,NA,NA,18.0,NA,NA,NA,NA,NA
812993,NA,NA,NA,4.0,NA,NA,NA,NA,9.0,NA,NA,12.0,50.0,101.0,23.0,NA,55.0,50.0,NA,NA,4.0,76.0,14.0,NA,3.0,32.0,18.0,6.0
812994,NA,NA,2.0,16.0,NA,NA,NA,NA,33.0,544.0,16.0,NA,NA,NA,16.0,NA,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0,NA,NA,NA
813021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813031,NA,NA,NA,3.0,29.0,NA,NA,NA,4.0,80.0,20.0,12.0,NA,91.0,49.0,NA,38.0,7.0,NA,NA,NA,29.0,NA,44.0,9.0,157.0,NA,0.0
813037,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,11.0,3.0,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA
813039,NA,NA,NA,NA,NA,NA,NA,NA,3.0,3.0,NA,11.0,NA,5.0,6.0,NA,NA,NA,8.0,NA,NA,NA,37.0,NA,NA,NA,NA,NA
813044,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
813050,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
813058,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA
813075,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA
813080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,39.0,NA,NA,NA,NA,NA,NA
813082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0,NA,NA,12.0,13.0,NA,3.0,5.0,NA,NA,2.0,NA,NA,NA,NA,59.0,NA,0.0
813085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA
813093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
